"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","2_2","Congruent",NA,NA,NA,1.999983,2.199995,"Omission",5000,"Omission",NA,NA,NA
"practice",2,"3_4_stimuli","4_3","Incongruent","Congruent",NA,NA,3.999982,4.199972,"3#",1.107709,"Correct","Omission",NA,NA
"practice",3,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent",NA,5.999962,6.199954,"5%",0.94778,"Correct","Correct","Omission",NA
"practice",4,"7_8_stimuli","8_8","Congruent","Congruent","Incongruent","Congruent",7.999942,8.199941,"7&",1.187598,"Error","Correct","Correct","Omission"
"practice",5,"1_2_stimuli","1_1","Congruent","Congruent","Congruent","Incongruent",9.999918,10.199926,"1!",0.787753,"Correct","Error","Correct","Correct"
"practice",6,"3_4_stimuli","4_3","Incongruent","Congruent","Congruent","Congruent",11.999911,12.199908,"3#",1.123734,"Correct","Correct","Error","Correct"
"practice",7,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent","Congruent",13.999901,14.199895,"5%",0.91592,"Correct","Correct","Correct","Error"
"practice",8,"7_8_stimuli","8_7","Incongruent","Congruent","Incongruent","Congruent",15.999871,16.199883,"7&",0.947724,"Correct","Correct","Correct","Correct"
"practice",9,"1_2_stimuli","1_1","Congruent","Incongruent","Congruent","Incongruent",17.999866,18.19986,"1!",0.643404,"Correct","Correct","Correct","Correct"
"practice",10,"3_4_stimuli","4_4","Congruent","Congruent","Incongruent","Congruent",19.999857,20.19985,"4$",0.819657,"Correct","Correct","Correct","Correct"
"practice",11,"5_6_stimuli","6_6","Congruent","Congruent","Congruent","Incongruent",21.99983,22.199834,"6^",1.091756,"Correct","Correct","Correct","Correct"
"practice",12,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Congruent",23.999817,24.199826,"8*",1.251465,"Correct","Correct","Correct","Correct"
"practice",13,"1_2_stimuli","2_2","Congruent","Congruent","Congruent","Congruent",25.999811,26.199803,"2@",0.803852,"Correct","Correct","Correct","Correct"
"practice",14,"3_4_stimuli","4_4","Congruent","Congruent","Congruent","Congruent",27.999778,28.199789,"4$",0.931969,"Correct","Correct","Correct","Correct"
"practice",15,"5_6_stimuli","5_5","Congruent","Congruent","Congruent","Congruent",29.999775,30.199764,"5%",0.7719,"Correct","Correct","Correct","Correct"
"practice",16,"7_8_stimuli","8_7","Incongruent","Congruent","Congruent","Congruent",31.999759,32.199757,"7&",1.235986,"Correct","Correct","Correct","Correct"
"practice",17,"1_2_stimuli","2_2","Congruent","Incongruent","Congruent","Congruent",33.999745,34.199737,"2@",0.579523,"Correct","Correct","Correct","Correct"
"practice",18,"3_4_stimuli","3_4","Incongruent","Congruent","Incongruent","Congruent",35.999722,36.19973,"4$",0.86757,"Correct","Correct","Correct","Correct"
