"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","2_2","Congruent",NA,NA,NA,1.999975,2.199971,"2@",1.427712,"Correct",NA,NA,NA
"practice",2,"3_4_stimuli","3_4","Incongruent","Congruent",NA,NA,3.999972,4.199963,"4$",1.475719,"Correct","Correct",NA,NA
"practice",3,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent",NA,5.999949,6.199971,"Omission",5000,"Omission","Correct","Correct",NA
"practice",4,"7_8_stimuli","7_7","Congruent","Congruent","Incongruent","Congruent",7.999937,8.199942,"7&",1.172099,"Correct","Omission","Correct","Correct"
"practice",5,"1_2_stimuli","1_2","Incongruent","Congruent","Congruent","Incongruent",9.999914,10.199921,"2@",1.124053,"Correct","Correct","Omission","Correct"
"practice",6,"3_4_stimuli","4_4","Congruent","Incongruent","Congruent","Congruent",11.999904,12.199913,"4$",0.867822,"Correct","Correct","Correct","Omission"
"practice",7,"5_6_stimuli","6_6","Congruent","Congruent","Incongruent","Congruent",13.999886,14.19989,"6^",1.092031,"Correct","Correct","Correct","Correct"
"practice",8,"7_8_stimuli","7_8","Incongruent","Congruent","Congruent","Incongruent",15.99988,16.199878,"7&",0.819827,"Error","Correct","Correct","Correct"
"practice",9,"1_2_stimuli","1_1","Congruent","Incongruent","Congruent","Congruent",17.999856,18.19987,"1!",0.772187,"Correct","Error","Correct","Correct"
"practice",10,"3_4_stimuli","4_3","Incongruent","Congruent","Incongruent","Congruent",19.999872,20.199855,"3#",1.220231,"Correct","Correct","Error","Correct"
"practice",11,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent","Incongruent",21.999831,22.199837,"5%",0.996507,"Correct","Correct","Correct","Error"
"practice",12,"7_8_stimuli","8_7","Incongruent","Congruent","Incongruent","Congruent",23.999827,24.19982,"7&",1.076263,"Correct","Correct","Correct","Correct"
"practice",13,"1_2_stimuli","1_2","Incongruent","Incongruent","Congruent","Incongruent",25.999805,26.199805,"2@",0.772213,"Correct","Correct","Correct","Correct"
"practice",14,"3_4_stimuli","3_3","Congruent","Incongruent","Incongruent","Congruent",27.999791,28.199787,"3#",0.708111,"Correct","Correct","Correct","Correct"
"practice",15,"5_6_stimuli","6_5","Incongruent","Congruent","Incongruent","Incongruent",29.999783,30.199772,"5%",0.884187,"Correct","Correct","Correct","Correct"
"practice",16,"7_8_stimuli","7_7","Congruent","Incongruent","Congruent","Incongruent",31.999769,32.199763,"7&",0.804233,"Correct","Correct","Correct","Correct"
"practice",17,"1_2_stimuli","2_2","Congruent","Congruent","Incongruent","Congruent",33.999742,34.199751,"2@",0.580354,"Correct","Correct","Correct","Correct"
"practice",18,"3_4_stimuli","3_3","Congruent","Congruent","Congruent","Incongruent",35.999725,36.199729,"3#",0.579967,"Correct","Correct","Correct","Correct"
"practice",19,"5_6_stimuli","6_5","Incongruent","Congruent","Congruent","Congruent",37.999716,38.199713,"5%",0.948676,"Correct","Correct","Correct","Correct"
"practice",20,"7_8_stimuli","8_7","Incongruent","Incongruent","Congruent","Congruent",39.999706,40.199703,"7&",0.676408,"Correct","Correct","Correct","Correct"
"practice",21,"1_2_stimuli","2_2","Congruent","Incongruent","Incongruent","Congruent",41.999682,42.199683,"2@",0.964196,"Correct","Correct","Correct","Correct"
"practice",22,"3_4_stimuli","3_4","Incongruent","Congruent","Incongruent","Incongruent",43.999672,44.19967,"4$",0.836513,"Correct","Correct","Correct","Correct"
"practice",23,"5_6_stimuli","5_6","Incongruent","Incongruent","Congruent","Incongruent",45.999653,46.199653,"6^",1.140482,"Correct","Correct","Correct","Correct"
"practice",24,"7_8_stimuli","8_7","Incongruent","Incongruent","Incongruent","Congruent",47.999649,48.199639,"7&",0.772041,"Correct","Correct","Correct","Correct"
"practice",25,"1_2_stimuli","2_1","Incongruent","Incongruent","Incongruent","Incongruent",49.999627,50.199624,"1!",0.676076,"Correct","Correct","Correct","Correct"
"practice",26,"3_4_stimuli","3_3","Congruent","Incongruent","Incongruent","Incongruent",51.999606,52.199601,"3#",1.284307,"Correct","Correct","Correct","Correct"
"practice",27,"5_6_stimuli","5_5","Congruent","Congruent","Incongruent","Incongruent",53.999596,54.199591,"5%",1.076746,"Correct","Correct","Correct","Correct"
"practice",28,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Incongruent",55.999582,56.199587,"7&",0.852401,"Error","Correct","Correct","Correct"
"practice",29,"1_2_stimuli","2_1","Incongruent","Congruent","Congruent","Congruent",57.999575,58.199563,"1!",0.852131,"Correct","Error","Correct","Correct"
"practice",30,"3_4_stimuli","4_3","Incongruent","Incongruent","Congruent","Congruent",59.99956,60.199548,"3#",0.756119,"Correct","Correct","Error","Correct"
"practice",31,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Congruent",61.999542,62.199543,"5%",0.980485,"Correct","Correct","Correct","Error"
"practice",32,"7_8_stimuli","7_8","Incongruent","Incongruent","Incongruent","Incongruent",63.999531,64.19953,"8*",0.676804,"Correct","Correct","Correct","Correct"
"practice",33,"1_2_stimuli","1_1","Congruent","Incongruent","Incongruent","Incongruent",65.999512,66.199507,"1!",0.516706,"Correct","Correct","Correct","Correct"
"practice",34,"3_4_stimuli","3_3","Congruent","Congruent","Incongruent","Incongruent",67.99949,68.199487,"4$",0.56446,"Error","Correct","Correct","Correct"
"practice",35,"5_6_stimuli","6_5","Incongruent","Congruent","Congruent","Incongruent",69.999469,70.199479,"5%",0.660468,"Correct","Error","Correct","Correct"
"practice",36,"7_8_stimuli","8_8","Congruent","Incongruent","Congruent","Congruent",71.99946,72.199469,"8*",0.676654,"Correct","Correct","Error","Correct"
"practice",37,"1_2_stimuli","2_1","Incongruent","Congruent","Incongruent","Congruent",73.99945,74.199445,"1!",0.660612,"Correct","Correct","Correct","Error"
"practice",38,"3_4_stimuli","4_4","Congruent","Incongruent","Congruent","Incongruent",75.999431,76.199429,"4$",0.564289,"Correct","Correct","Correct","Correct"
"practice",39,"5_6_stimuli","5_6","Incongruent","Congruent","Incongruent","Congruent",77.999419,78.199416,"6^",0.756744,"Correct","Correct","Correct","Correct"
"practice",40,"7_8_stimuli","7_8","Incongruent","Incongruent","Congruent","Incongruent",79.9994,80.199397,"8*",0.436332,"Correct","Correct","Correct","Correct"
"practice",41,"1_2_stimuli","1_2","Incongruent","Incongruent","Incongruent","Congruent",81.999386,82.199385,"2@",0.532613,"Correct","Correct","Correct","Correct"
"practice",42,"3_4_stimuli","3_4","Incongruent","Incongruent","Incongruent","Incongruent",83.999377,84.199375,"4$",0.980924,"Correct","Correct","Correct","Correct"
"practice",43,"5_6_stimuli","6_6","Congruent","Incongruent","Incongruent","Incongruent",85.999357,86.199356,"6^",0.804377,"Correct","Correct","Correct","Correct"
"practice",44,"7_8_stimuli","7_7","Congruent","Congruent","Incongruent","Incongruent",87.999345,88.199337,"7&",0.596388,"Correct","Correct","Correct","Correct"
