"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","2_1","Incongruent",NA,NA,NA,1.999975,2.199979,"1!",1.265818,"Correct",NA,NA,NA
"practice",2,"3_4_stimuli","3_3","Congruent","Incongruent",NA,NA,3.99997,4.19997,"3#",1.265661,"Correct","Correct",NA,NA
"practice",3,"5_6_stimuli","5_5","Congruent","Congruent","Incongruent",NA,5.999944,6.199942,"5%",1.281624,"Correct","Correct","Correct",NA
"practice",4,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Incongruent",7.999925,8.199924,"7&",1.153681,"Error","Correct","Correct","Correct"
"practice",5,"1_2_stimuli","1_1","Congruent","Congruent","Congruent","Congruent",9.999909,10.199915,"1!",0.897718,"Correct","Error","Correct","Correct"
"practice",6,"3_4_stimuli","3_3","Congruent","Congruent","Congruent","Congruent",11.999897,12.199892,"3#",1.281663,"Correct","Correct","Error","Correct"
"practice",7,"5_6_stimuli","5_5","Congruent","Congruent","Congruent","Congruent",13.999878,14.199871,"5%",1.009741,"Correct","Correct","Correct","Error"
"practice",8,"7_8_stimuli","8_7","Incongruent","Congruent","Congruent","Congruent",15.999855,16.199849,"7&",0.881423,"Correct","Correct","Correct","Correct"
"practice",9,"1_2_stimuli","2_1","Incongruent","Incongruent","Congruent","Congruent",17.999843,18.199842,"1!",0.721748,"Correct","Correct","Correct","Correct"
"practice",10,"3_4_stimuli","3_4","Incongruent","Incongruent","Incongruent","Congruent",19.999807,20.199816,"3#",1.041826,"Error","Correct","Correct","Correct"
"practice",11,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Incongruent",21.9998,22.199796,"5%",1.201901,"Correct","Error","Correct","Correct"
"practice",12,"7_8_stimuli","8_8","Congruent","Incongruent","Incongruent","Incongruent",23.999786,24.199782,"7&",1.201852,"Error","Correct","Error","Correct"
"practice",13,"1_2_stimuli","1_2","Incongruent","Congruent","Incongruent","Incongruent",25.999766,26.199759,"Omission",5000,"Omission","Error","Correct","Error"
"practice",14,"3_4_stimuli","4_4","Congruent","Incongruent","Congruent","Incongruent",27.999747,28.199733,"4$",1.426034,"Correct","Omission","Error","Correct"
"practice",15,"5_6_stimuli","5_6","Incongruent","Congruent","Incongruent","Congruent",29.999721,30.199715,"6^",1.105634,"Correct","Correct","Omission","Error"
"practice",16,"7_8_stimuli","7_7","Congruent","Incongruent","Congruent","Incongruent",31.999713,32.199703,"Omission",5000,"Omission","Correct","Correct","Omission"
"practice",17,"1_2_stimuli","1_1","Congruent","Congruent","Incongruent","Congruent",33.99969,34.199696,"1!",0.673624,"Correct","Omission","Correct","Correct"
"practice",18,"3_4_stimuli","4_4","Congruent","Congruent","Congruent","Incongruent",35.999667,36.199678,"4$",1.010149,"Correct","Correct","Omission","Correct"
"practice",19,"5_6_stimuli","5_6","Incongruent","Congruent","Congruent","Congruent",37.999652,38.199646,"6^",0.753865,"Correct","Correct","Correct","Omission"
"practice",20,"7_8_stimuli","7_8","Incongruent","Incongruent","Congruent","Congruent",39.999635,40.199628,"8*",1.186073,"Correct","Correct","Correct","Correct"
"practice",21,"1_2_stimuli","1_2","Incongruent","Incongruent","Incongruent","Congruent",41.999623,42.199618,"2@",0.673685,"Correct","Correct","Correct","Correct"
"practice",22,"3_4_stimuli","4_3","Incongruent","Incongruent","Incongruent","Incongruent",43.999606,44.199596,"3#",0.88203,"Correct","Correct","Correct","Correct"
"practice",23,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Incongruent",45.999574,46.199579,"5%",0.866006,"Correct","Correct","Correct","Correct"
"practice",24,"7_8_stimuli","7_7","Congruent","Congruent","Incongruent","Incongruent",47.999555,48.199557,"7&",1.218044,"Correct","Correct","Correct","Correct"
"practice",25,"1_2_stimuli","1_1","Congruent","Congruent","Congruent","Incongruent",49.999532,50.199531,"1!",1.05827,"Correct","Correct","Correct","Correct"
"practice",26,"3_4_stimuli","3_4","Incongruent","Congruent","Congruent","Congruent",51.999522,52.199518,"3#",1.010068,"Error","Correct","Correct","Correct"
"practice",27,"5_6_stimuli","6_6","Congruent","Incongruent","Congruent","Congruent",53.999497,54.199513,"6^",1.074191,"Correct","Error","Correct","Correct"
