"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","2_1","Incongruent",NA,NA,NA,1.999982,2.199977,"1!",1.152916,"Correct",NA,NA,NA
"practice",2,"3_4_stimuli","4_3","Incongruent","Incongruent",NA,NA,3.999964,4.199968,"3#",1.10588,"Correct","Correct",NA,NA
"practice",3,"5_6_stimuli","6_6","Congruent","Incongruent","Incongruent",NA,5.999942,6.199953,"Omission",5000,"Omission","Correct","Correct",NA
"practice",4,"7_8_stimuli","8_7","Incongruent","Congruent","Incongruent","Incongruent",7.999931,8.199931,"6^",0.224901,"Error","Omission","Correct","Correct"
"practice",5,"1_2_stimuli","1_2","Incongruent","Incongruent","Congruent","Incongruent",9.999913,10.199911,"2@",0.625626,"Correct","Error","Omission","Correct"
"practice",6,"3_4_stimuli","4_3","Incongruent","Incongruent","Incongruent","Congruent",11.999893,12.199896,"3#",0.433577,"Correct","Correct","Error","Omission"
"practice",7,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Incongruent",13.999868,14.199874,"5%",0.513441,"Correct","Correct","Correct","Error"
"practice",8,"7_8_stimuli","8_8","Congruent","Congruent","Incongruent","Incongruent",15.999852,16.199847,"8*",0.624951,"Correct","Correct","Correct","Correct"
"practice",9,"1_2_stimuli","2_1","Incongruent","Congruent","Congruent","Incongruent",17.999833,18.19983,"1!",0.561424,"Correct","Correct","Correct","Correct"
"practice",10,"3_4_stimuli","4_3","Incongruent","Incongruent","Congruent","Congruent",19.999815,20.199807,"3#",0.641014,"Correct","Correct","Correct","Correct"
"practice",11,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Congruent",21.999789,22.199793,"5%",0.65783,"Correct","Correct","Correct","Correct"
"practice",12,"7_8_stimuli","8_7","Incongruent","Incongruent","Incongruent","Incongruent",23.999773,24.199773,"7&",0.465526,"Correct","Correct","Correct","Correct"
