"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","1_1","Congruent",NA,NA,NA,1.999989,2.199986,"1!",1.11657,"Correct",NA,NA,NA
"practice",2,"3_4_stimuli","3_3","Congruent","Congruent",NA,NA,3.999975,4.199976,"3#",1.404954,"Correct","Correct",NA,NA
"practice",3,"5_6_stimuli","6_6","Congruent","Congruent","Congruent",NA,5.999962,6.199951,"6^",1.116381,"Correct","Correct","Correct",NA
"practice",4,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Congruent",7.999932,8.199937,"8*",0.733038,"Correct","Correct","Correct","Correct"
"practice",5,"1_2_stimuli","2_2","Congruent","Congruent","Congruent","Congruent",9.999912,10.199922,"2@",0.78036,"Correct","Correct","Correct","Correct"
"practice",6,"3_4_stimuli","3_4","Incongruent","Congruent","Congruent","Congruent",11.999902,12.1999,"4$",1.292876,"Correct","Correct","Correct","Correct"
"practice",7,"5_6_stimuli","6_5","Incongruent","Incongruent","Congruent","Congruent",13.999879,14.199872,"5%",1.260991,"Correct","Correct","Correct","Correct"
"practice",8,"7_8_stimuli","7_8","Incongruent","Incongruent","Incongruent","Congruent",15.999861,16.199864,"8*",0.844782,"Correct","Correct","Correct","Correct"
"practice",9,"1_2_stimuli","2_2","Congruent","Incongruent","Incongruent","Incongruent",17.999842,18.199846,"2@",0.988683,"Correct","Correct","Correct","Correct"
"practice",10,"3_4_stimuli","4_3","Incongruent","Congruent","Incongruent","Incongruent",19.999831,20.199822,"3#",0.988498,"Correct","Correct","Correct","Correct"
"practice",11,"5_6_stimuli","6_5","Incongruent","Incongruent","Congruent","Incongruent",21.999807,22.199805,"Omission",5000,"Omission","Correct","Correct","Correct"
"practice",12,"7_8_stimuli","7_7","Congruent","Incongruent","Incongruent","Congruent",23.999799,24.199787,"Omission",5000,"Omission","Omission","Correct","Correct"
"practice",13,"1_2_stimuli","1_2","Incongruent","Congruent","Incongruent","Incongruent",25.999765,26.199781,"2@",0.876847,"Correct","Omission","Omission","Correct"
"practice",14,"3_4_stimuli","4_4","Congruent","Incongruent","Congruent","Incongruent",27.999755,28.199752,"4$",0.716576,"Correct","Correct","Omission","Omission"
"practice",15,"5_6_stimuli","5_6","Incongruent","Congruent","Incongruent","Congruent",29.999734,30.199741,"7&",1.149088,"Error","Correct","Correct","Omission"
"practice",16,"7_8_stimuli","7_8","Incongruent","Incongruent","Congruent","Incongruent",31.99971,32.199718,"8*",0.813014,"Correct","Error","Correct","Correct"
"practice",17,"1_2_stimuli","1_2","Incongruent","Incongruent","Incongruent","Congruent",33.999698,34.199688,"2@",0.764631,"Correct","Correct","Error","Correct"
"practice",18,"3_4_stimuli","4_4","Congruent","Incongruent","Incongruent","Incongruent",35.999705,36.199686,"4$",0.700912,"Correct","Correct","Correct","Error"
"practice",19,"5_6_stimuli","5_6","Incongruent","Congruent","Incongruent","Incongruent",37.999658,38.199668,"6^",0.764673,"Correct","Correct","Correct","Correct"
"practice",20,"7_8_stimuli","7_7","Congruent","Incongruent","Congruent","Incongruent",39.999649,40.199645,"7&",0.493194,"Correct","Correct","Correct","Correct"
"practice",21,"1_2_stimuli","1_1","Congruent","Congruent","Incongruent","Congruent",41.999628,42.199625,"1!",0.508668,"Correct","Correct","Correct","Correct"
"practice",22,"3_4_stimuli","3_4","Incongruent","Congruent","Congruent","Incongruent",43.99962,44.199611,"4$",0.637261,"Correct","Correct","Correct","Correct"
"practice",23,"5_6_stimuli","6_6","Congruent","Incongruent","Congruent","Congruent",45.999598,46.199589,"5%",0.780694,"Error","Correct","Correct","Correct"
"practice",24,"7_8_stimuli","8_8","Congruent","Congruent","Incongruent","Congruent",47.999572,48.199566,"8*",0.652981,"Correct","Error","Correct","Correct"
"practice",25,"1_2_stimuli","1_1","Congruent","Congruent","Congruent","Incongruent",49.999552,50.199557,"1!",0.493259,"Correct","Correct","Error","Correct"
"practice",26,"3_4_stimuli","3_3","Congruent","Congruent","Congruent","Congruent",51.999532,52.199531,"3#",0.925484,"Correct","Correct","Correct","Error"
"practice",27,"5_6_stimuli","5_5","Congruent","Congruent","Congruent","Congruent",53.999515,54.199519,"5%",0.973061,"Correct","Correct","Correct","Correct"
"practice",28,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Congruent",55.999503,56.1995,"8*",0.637481,"Correct","Correct","Correct","Correct"
"practice",29,"1_2_stimuli","1_2","Incongruent","Congruent","Congruent","Congruent",57.999475,58.199492,"2@",0.700863,"Correct","Correct","Correct","Correct"
"practice",30,"3_4_stimuli","3_4","Incongruent","Incongruent","Congruent","Congruent",59.999464,60.199463,"4$",0.621253,"Correct","Correct","Correct","Correct"
"practice",31,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Congruent",61.999449,62.199443,"5%",0.925363,"Correct","Correct","Correct","Correct"
"practice",32,"7_8_stimuli","8_7","Incongruent","Incongruent","Incongruent","Incongruent",63.999433,64.199424,"7&",0.861208,"Correct","Correct","Correct","Correct"
"practice",33,"1_2_stimuli","2_1","Incongruent","Incongruent","Incongruent","Incongruent",65.99941,66.199408,"1!",0.685463,"Correct","Correct","Correct","Correct"
"practice",34,"3_4_stimuli","3_4","Incongruent","Incongruent","Incongruent","Incongruent",67.999389,68.199391,"4$",0.605568,"Correct","Correct","Correct","Correct"
"practice",35,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Incongruent",69.999374,70.199375,"5%",0.797422,"Correct","Correct","Correct","Correct"
"practice",36,"7_8_stimuli","7_7","Congruent","Incongruent","Incongruent","Incongruent",71.999355,72.199361,"7&",0.669101,"Correct","Correct","Correct","Correct"
"practice",37,"1_2_stimuli","1_1","Congruent","Congruent","Incongruent","Incongruent",73.999337,74.199347,"1!",0.541538,"Correct","Correct","Correct","Correct"
"practice",38,"3_4_stimuli","4_4","Congruent","Congruent","Congruent","Incongruent",75.999325,76.199317,"4$",0.589087,"Correct","Correct","Correct","Correct"
"practice",39,"5_6_stimuli","5_6","Incongruent","Congruent","Congruent","Congruent",77.999302,78.199299,"5%",0.797169,"Error","Correct","Correct","Correct"
"practice",40,"7_8_stimuli","7_8","Incongruent","Incongruent","Congruent","Congruent",79.999285,80.19928,"8*",0.637364,"Correct","Error","Correct","Correct"
"practice",41,"1_2_stimuli","2_2","Congruent","Incongruent","Incongruent","Congruent",81.999265,82.199257,"2@",0.684979,"Correct","Correct","Error","Correct"
"practice",42,"3_4_stimuli","4_4","Congruent","Congruent","Incongruent","Incongruent",83.999249,84.199252,"4$",0.653528,"Correct","Correct","Correct","Error"
"practice",43,"5_6_stimuli","5_6","Incongruent","Congruent","Congruent","Incongruent",85.999232,86.199221,"6^",0.845104,"Correct","Correct","Correct","Correct"
"practice",44,"7_8_stimuli","8_8","Congruent","Incongruent","Congruent","Congruent",87.999212,88.199217,"8*",0.605083,"Correct","Correct","Correct","Correct"
"practice",45,"1_2_stimuli","1_2","Incongruent","Congruent","Incongruent","Congruent",89.999194,90.199185,"2@",0.573615,"Correct","Correct","Correct","Correct"
"practice",46,"3_4_stimuli","4_3","Incongruent","Incongruent","Congruent","Incongruent",91.999177,92.199168,"3#",0.637278,"Correct","Correct","Correct","Correct"
"practice",47,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Congruent",93.999158,94.199151,"5%",0.861763,"Correct","Correct","Correct","Correct"
"practice",48,"7_8_stimuli","8_8","Congruent","Congruent","Incongruent","Incongruent",95.999139,96.199137,"8*",0.589397,"Correct","Correct","Correct","Correct"
"practice",49,"1_2_stimuli","2_1","Incongruent","Congruent","Congruent","Incongruent",97.999127,98.199113,"1!",0.509222,"Correct","Correct","Correct","Correct"
"practice",50,"3_4_stimuli","3_3","Congruent","Incongruent","Congruent","Congruent",99.999102,100.199108,"3#",0.717354,"Correct","Correct","Correct","Correct"
"practice",51,"5_6_stimuli","6_6","Congruent","Congruent","Incongruent","Congruent",101.999086,102.199088,"6^",0.797825,"Correct","Correct","Correct","Correct"
"practice",52,"7_8_stimuli","8_7","Incongruent","Congruent","Congruent","Incongruent",103.999065,104.199065,"7&",0.589494,"Correct","Correct","Correct","Correct"
"practice",53,"1_2_stimuli","1_1","Congruent","Incongruent","Congruent","Congruent",105.99906,106.199043,"1!",0.573696,"Correct","Correct","Correct","Correct"
"practice",54,"3_4_stimuli","3_3","Congruent","Congruent","Incongruent","Congruent",107.999028,108.199035,"2@",0.829718,"Error","Correct","Correct","Correct"
"practice",55,"5_6_stimuli","6_6","Congruent","Congruent","Congruent","Incongruent",109.99902,110.199035,"6^",0.829224,"Correct","Error","Correct","Correct"
"practice",56,"7_8_stimuli","8_7","Incongruent","Congruent","Congruent","Congruent",111.998996,112.19899,"7&",0.653502,"Correct","Correct","Error","Correct"
"practice",57,"1_2_stimuli","2_1","Incongruent","Incongruent","Congruent","Congruent",113.998976,114.198981,"1!",0.637292,"Correct","Correct","Correct","Error"
"practice",58,"3_4_stimuli","4_3","Incongruent","Incongruent","Incongruent","Congruent",115.998957,116.198951,"3#",0.813525,"Correct","Correct","Correct","Correct"
"practice",59,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Incongruent",117.998942,118.19894,"5%",0.685523,"Correct","Correct","Correct","Correct"
"practice",60,"7_8_stimuli","8_7","Incongruent","Congruent","Incongruent","Incongruent",119.998922,120.198917,"7&",0.765316,"Correct","Correct","Correct","Correct"
"practice",61,"1_2_stimuli","2_2","Congruent","Incongruent","Congruent","Incongruent",121.998913,122.198912,"2@",0.765357,"Correct","Correct","Correct","Correct"
"practice",62,"3_4_stimuli","4_3","Incongruent","Congruent","Incongruent","Congruent",123.998889,124.198882,"3#",0.669794,"Correct","Correct","Correct","Correct"
"practice",63,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent","Incongruent",125.99888,126.198864,"5%",0.942124,"Correct","Correct","Correct","Correct"
"practice",64,"7_8_stimuli","7_8","Incongruent","Congruent","Incongruent","Congruent",127.998856,128.198862,"8*",0.669943,"Correct","Correct","Correct","Correct"
"practice",65,"1_2_stimuli","2_1","Incongruent","Incongruent","Congruent","Incongruent",129.998839,130.198825,"1!",0.573385,"Correct","Correct","Correct","Correct"
"practice",66,"3_4_stimuli","3_3","Congruent","Incongruent","Incongruent","Congruent",131.998821,132.198816,"3#",0.718485,"Correct","Correct","Correct","Correct"
"practice",67,"5_6_stimuli","6_6","Congruent","Congruent","Incongruent","Incongruent",133.998796,134.198788,"6^",0.877641,"Correct","Correct","Correct","Correct"
"practice",68,"7_8_stimuli","7_7","Congruent","Congruent","Congruent","Incongruent",135.998776,136.198776,"7&",0.573436,"Correct","Correct","Correct","Correct"
"1",1,"1_2_stimuli","2_1","Incongruent",NA,NA,NA,1.999985,2.199981,"1!",0.723694,"Correct",NA,NA,NA
"1",2,"3_4_stimuli","3_3","Congruent","Incongruent",NA,NA,3.999975,4.199974,"3#",0.675089,"Correct","Correct",NA,NA
"1",3,"5_6_stimuli","5_5","Congruent","Congruent","Incongruent",NA,5.999944,6.199951,"5%",0.86776,"Correct","Correct","Correct",NA
"1",4,"7_8_stimuli","7_7","Congruent","Congruent","Congruent","Incongruent",7.999927,8.199937,"7&",0.707155,"Correct","Correct","Correct","Correct"
"1",5,"1_2_stimuli","2_1","Incongruent","Congruent","Congruent","Congruent",9.999917,10.199905,"1!",0.643151,"Correct","Correct","Correct","Correct"
"1",6,"3_4_stimuli","4_4","Congruent","Incongruent","Congruent","Congruent",11.999886,12.199894,"4$",0.995735,"Correct","Correct","Correct","Correct"
"1",7,"5_6_stimuli","5_5","Congruent","Congruent","Incongruent","Congruent",13.999872,14.19987,"5%",0.915422,"Correct","Correct","Correct","Correct"
"1",8,"7_8_stimuli","8_7","Incongruent","Congruent","Congruent","Incongruent",15.999853,16.199857,"7&",1.043203,"Correct","Correct","Correct","Correct"
"1",9,"1_2_stimuli","1_1","Congruent","Incongruent","Congruent","Congruent",17.999842,18.19984,"1!",0.691196,"Correct","Correct","Correct","Correct"
"1",10,"3_4_stimuli","4_4","Congruent","Congruent","Incongruent","Congruent",19.999814,20.199826,"4$",0.69159,"Correct","Correct","Correct","Correct"
"1",11,"5_6_stimuli","6_6","Congruent","Congruent","Congruent","Incongruent",21.999804,22.199812,"6^",0.884107,"Correct","Correct","Correct","Correct"
"1",12,"7_8_stimuli","7_8","Incongruent","Congruent","Congruent","Congruent",23.999784,24.199789,"8*",0.611541,"Correct","Correct","Correct","Correct"
"1",13,"1_2_stimuli","2_1","Incongruent","Incongruent","Congruent","Congruent",25.999774,26.19977,"1!",0.643293,"Correct","Correct","Correct","Correct"
"1",14,"3_4_stimuli","4_3","Incongruent","Incongruent","Incongruent","Congruent",27.999745,28.199752,"3#",0.819578,"Correct","Correct","Correct","Correct"
"1",15,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Incongruent",29.999731,30.199732,"5%",0.979853,"Correct","Correct","Correct","Correct"
"1",16,"7_8_stimuli","8_7","Incongruent","Incongruent","Incongruent","Incongruent",31.999712,32.199718,"7&",0.707358,"Correct","Correct","Correct","Correct"
"1",17,"1_2_stimuli","1_1","Congruent","Incongruent","Incongruent","Incongruent",33.999699,34.199701,"1!",0.532032,"Correct","Correct","Correct","Correct"
"1",18,"3_4_stimuli","3_3","Congruent","Congruent","Incongruent","Incongruent",35.999683,36.199677,"3#",0.835902,"Correct","Correct","Correct","Correct"
"1",19,"5_6_stimuli","6_5","Incongruent","Congruent","Congruent","Incongruent",37.999666,38.199662,"5%",0.771718,"Correct","Correct","Correct","Correct"
"1",20,"7_8_stimuli","8_7","Incongruent","Incongruent","Congruent","Congruent",39.999642,40.199646,"7&",0.723873,"Correct","Correct","Correct","Correct"
"1",21,"1_2_stimuli","2_2","Congruent","Incongruent","Incongruent","Congruent",41.999628,42.199625,"2@",0.691915,"Correct","Correct","Correct","Correct"
"1",22,"3_4_stimuli","4_3","Incongruent","Congruent","Incongruent","Incongruent",43.999601,44.199603,"3#",0.835403,"Correct","Correct","Correct","Correct"
"1",23,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent","Incongruent",45.999594,46.19959,"5%",0.739759,"Correct","Correct","Correct","Correct"
"1",24,"7_8_stimuli","8_8","Congruent","Congruent","Incongruent","Congruent",47.999568,48.199568,"8*",0.627742,"Correct","Correct","Correct","Correct"
"1",25,"1_2_stimuli","1_2","Incongruent","Congruent","Congruent","Incongruent",49.999546,50.199561,"2@",0.676006,"Correct","Correct","Correct","Correct"
"1",26,"3_4_stimuli","3_4","Incongruent","Incongruent","Congruent","Congruent",51.999541,52.199542,"4$",0.899545,"Correct","Correct","Correct","Correct"
"1",27,"5_6_stimuli","6_6","Congruent","Incongruent","Incongruent","Congruent",53.999529,54.199516,"6^",1.219467,"Correct","Correct","Correct","Correct"
"1",28,"7_8_stimuli","8_7","Incongruent","Congruent","Incongruent","Incongruent",55.999503,56.199496,"7&",0.627468,"Correct","Correct","Correct","Correct"
"1",29,"1_2_stimuli","2_1","Incongruent","Incongruent","Congruent","Incongruent",57.999482,58.199475,"1!",0.707533,"Correct","Correct","Correct","Correct"
"1",30,"3_4_stimuli","3_3","Congruent","Incongruent","Incongruent","Congruent",59.99947,60.199461,"3#",0.819503,"Correct","Correct","Correct","Correct"
"1",31,"5_6_stimuli","5_5","Congruent","Congruent","Incongruent","Incongruent",61.999452,62.199439,"5%",0.836068,"Correct","Correct","Correct","Correct"
"1",32,"7_8_stimuli","7_7","Congruent","Congruent","Congruent","Incongruent",63.999431,64.199425,"7&",1.348084,"Correct","Correct","Correct","Correct"
"1",33,"1_2_stimuli","2_2","Congruent","Congruent","Congruent","Congruent",65.999413,66.199401,"2@",0.964103,"Correct","Correct","Correct","Correct"
"1",34,"3_4_stimuli","4_4","Congruent","Congruent","Congruent","Congruent",67.999398,68.199396,"4$",0.772265,"Correct","Correct","Correct","Correct"
"1",35,"5_6_stimuli","5_6","Incongruent","Congruent","Congruent","Congruent",69.999367,70.199377,"6^",0.755653,"Correct","Correct","Correct","Correct"
"1",36,"7_8_stimuli","7_7","Congruent","Incongruent","Congruent","Congruent",71.999349,72.199356,"7&",0.643889,"Correct","Correct","Correct","Correct"
"1",37,"1_2_stimuli","1_2","Incongruent","Congruent","Incongruent","Congruent",73.999339,74.199328,"2@",0.644223,"Correct","Correct","Correct","Correct"
"1",38,"3_4_stimuli","3_4","Incongruent","Incongruent","Congruent","Incongruent",75.999318,76.199327,"4$",0.820354,"Correct","Correct","Correct","Correct"
"1",39,"5_6_stimuli","5_6","Incongruent","Incongruent","Incongruent","Congruent",77.999303,78.199293,"6^",0.803849,"Correct","Correct","Correct","Correct"
"1",40,"7_8_stimuli","8_8","Congruent","Incongruent","Incongruent","Incongruent",79.99928,80.199281,"7&",0.515754,"Error","Correct","Correct","Correct"
