"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","2_2","Congruent",NA,NA,NA,1.999991,2.199993,"2@",0.896176,"Correct",NA,NA,NA
"practice",2,"3_4_stimuli","4_3","Incongruent","Congruent",NA,NA,3.999966,4.199972,"3#",1.216367,"Correct","Correct",NA,NA
"practice",3,"5_6_stimuli","6_6","Congruent","Incongruent","Congruent",NA,5.999945,6.199949,"6^",0.927869,"Correct","Correct","Correct",NA
"practice",4,"7_8_stimuli","8_7","Incongruent","Congruent","Incongruent","Congruent",7.999928,8.199919,"7&",0.960571,"Correct","Correct","Correct","Correct"
"practice",5,"1_2_stimuli","1_2","Incongruent","Incongruent","Congruent","Incongruent",9.999902,10.199904,"2@",1.072407,"Correct","Correct","Correct","Correct"
"practice",6,"3_4_stimuli","4_3","Incongruent","Incongruent","Incongruent","Congruent",11.999889,12.199891,"3#",0.896436,"Correct","Correct","Correct","Correct"
"practice",7,"5_6_stimuli","6_5","Incongruent","Incongruent","Incongruent","Incongruent",13.99987,14.199871,"5%",0.880264,"Correct","Correct","Correct","Correct"
"practice",8,"7_8_stimuli","8_8","Congruent","Incongruent","Incongruent","Incongruent",15.999848,16.199854,"8*",1.280052,"Correct","Correct","Correct","Correct"
"practice",9,"1_2_stimuli","2_1","Incongruent","Congruent","Incongruent","Incongruent",17.999834,18.199831,"1!",1.008592,"Correct","Correct","Correct","Correct"
"practice",10,"3_4_stimuli","4_3","Incongruent","Incongruent","Congruent","Incongruent",19.99981,20.199816,"3#",1.152492,"Correct","Correct","Correct","Correct"
"practice",11,"5_6_stimuli","5_6","Incongruent","Incongruent","Incongruent","Congruent",21.999791,22.199788,"Omission",5000,"Omission","Correct","Correct","Correct"
"practice",12,"7_8_stimuli","8_7","Incongruent","Incongruent","Incongruent","Incongruent",23.999774,24.199778,"7&",1.488558,"Correct","Omission","Correct","Correct"
"practice",13,"1_2_stimuli","2_1","Incongruent","Incongruent","Incongruent","Incongruent",25.999758,26.199757,"1!",0.880556,"Correct","Correct","Omission","Correct"
"practice",14,"3_4_stimuli","4_4","Congruent","Incongruent","Incongruent","Incongruent",27.999743,28.199732,"4$",0.913208,"Correct","Correct","Correct","Omission"
"practice",15,"5_6_stimuli","6_6","Congruent","Congruent","Incongruent","Incongruent",29.999712,30.199704,"6^",0.992612,"Correct","Correct","Correct","Correct"
"practice",16,"7_8_stimuli","7_8","Incongruent","Congruent","Congruent","Incongruent",31.999705,32.199696,"8*",0.848543,"Correct","Correct","Correct","Correct"
"practice",17,"1_2_stimuli","1_1","Congruent","Incongruent","Congruent","Congruent",33.999674,34.199677,"1!",0.736132,"Correct","Correct","Correct","Correct"
"practice",18,"3_4_stimuli","3_4","Incongruent","Congruent","Incongruent","Congruent",35.999655,36.199643,"4$",0.912176,"Correct","Correct","Correct","Correct"
"practice",19,"5_6_stimuli","6_5","Incongruent","Incongruent","Congruent","Incongruent",37.999645,38.199626,"5%",0.720638,"Correct","Correct","Correct","Correct"
"practice",20,"7_8_stimuli","7_7","Congruent","Incongruent","Incongruent","Congruent",39.999607,40.199613,"7&",0.944201,"Correct","Correct","Correct","Correct"
"practice",21,"1_2_stimuli","2_2","Congruent","Congruent","Incongruent","Incongruent",41.999597,42.199588,"2@",0.768749,"Correct","Correct","Correct","Correct"
"practice",22,"3_4_stimuli","4_3","Incongruent","Congruent","Congruent","Incongruent",43.999578,44.199569,"4$",1.040726,"Error","Correct","Correct","Correct"
"practice",23,"5_6_stimuli","6_5","Incongruent","Incongruent","Congruent","Congruent",45.999563,46.199553,"5%",0.832638,"Correct","Error","Correct","Correct"
"practice",24,"7_8_stimuli","7_8","Incongruent","Incongruent","Incongruent","Congruent",47.999536,48.19954,"8*",0.800221,"Correct","Correct","Error","Correct"
"practice",25,"1_2_stimuli","1_1","Congruent","Incongruent","Incongruent","Incongruent",49.999514,50.19952,"1!",0.625077,"Correct","Correct","Correct","Error"
"practice",26,"3_4_stimuli","4_4","Congruent","Congruent","Incongruent","Incongruent",51.999507,52.199499,"4$",0.769582,"Correct","Correct","Correct","Correct"
"practice",27,"5_6_stimuli","6_5","Incongruent","Congruent","Congruent","Incongruent",53.999478,54.199469,"5%",0.400957,"Correct","Correct","Correct","Correct"
"practice",28,"7_8_stimuli","8_8","Congruent","Incongruent","Congruent","Congruent",55.999458,56.199461,"8*",0.640319,"Correct","Correct","Correct","Correct"
"practice",29,"1_2_stimuli","2_2","Congruent","Congruent","Incongruent","Congruent",57.999448,58.199442,"2@",0.656855,"Correct","Correct","Correct","Correct"
"practice",30,"3_4_stimuli","4_4","Congruent","Congruent","Congruent","Incongruent",59.999422,60.199415,"4$",0.720759,"Correct","Correct","Correct","Correct"
"practice",31,"5_6_stimuli","6_6","Congruent","Congruent","Congruent","Congruent",61.9994,62.199404,"6^",0.784662,"Correct","Correct","Correct","Correct"
"practice",32,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Congruent",63.999391,64.199378,"8*",0.736818,"Correct","Correct","Correct","Correct"
"practice",33,"1_2_stimuli","1_2","Incongruent","Congruent","Congruent","Congruent",65.999365,66.199364,"2@",0.656944,"Correct","Correct","Correct","Correct"
"practice",34,"3_4_stimuli","3_3","Congruent","Incongruent","Congruent","Congruent",67.99934,68.199344,"3#",0.832424,"Correct","Correct","Correct","Correct"
"practice",35,"5_6_stimuli","5_5","Congruent","Congruent","Incongruent","Congruent",69.999325,70.199319,"5%",1.057071,"Correct","Correct","Correct","Correct"
"practice",36,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Incongruent",71.9993,72.199305,"8*",0.784478,"Correct","Correct","Correct","Correct"
"practice",37,"1_2_stimuli","1_1","Congruent","Congruent","Congruent","Congruent",73.999277,74.199292,"1!",0.689001,"Correct","Correct","Correct","Correct"
"practice",38,"3_4_stimuli","3_3","Congruent","Congruent","Congruent","Congruent",75.999258,76.199257,"3#",0.752912,"Correct","Correct","Correct","Correct"
"practice",39,"5_6_stimuli","5_6","Incongruent","Congruent","Congruent","Congruent",77.999235,78.199239,"6^",0.848869,"Correct","Correct","Correct","Correct"
"practice",40,"7_8_stimuli","8_7","Incongruent","Incongruent","Congruent","Congruent",79.999219,80.199223,"7&",0.737181,"Correct","Correct","Correct","Correct"
"practice",41,"1_2_stimuli","1_2","Incongruent","Incongruent","Incongruent","Congruent",81.999209,82.19921,"2@",0.720956,"Correct","Correct","Correct","Correct"
"practice",42,"3_4_stimuli","3_4","Incongruent","Incongruent","Incongruent","Incongruent",83.999181,84.199188,"4$",0.752596,"Correct","Correct","Correct","Correct"
"practice",43,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Incongruent",85.999158,86.199169,"5%",0.673062,"Correct","Correct","Correct","Correct"
"practice",44,"7_8_stimuli","7_7","Congruent","Congruent","Incongruent","Incongruent",87.99914,88.19915,"7&",0.720582,"Correct","Correct","Correct","Correct"
"practice",45,"1_2_stimuli","2_2","Congruent","Congruent","Congruent","Incongruent",89.999123,90.199117,"2@",0.70523,"Correct","Correct","Correct","Correct"
"practice",46,"3_4_stimuli","3_4","Incongruent","Congruent","Congruent","Congruent",91.999109,92.199097,"4$",0.640601,"Correct","Correct","Correct","Correct"
"practice",47,"5_6_stimuli","5_5","Congruent","Incongruent","Congruent","Congruent",93.999088,94.199083,"5%",0.640593,"Correct","Correct","Correct","Correct"
"practice",48,"7_8_stimuli","7_8","Incongruent","Congruent","Incongruent","Congruent",95.999072,96.19906,"8*",0.832633,"Correct","Correct","Correct","Correct"
"practice",49,"1_2_stimuli","2_2","Congruent","Incongruent","Congruent","Incongruent",97.999047,98.199056,"2@",0.897883,"Correct","Correct","Correct","Correct"
"practice",50,"3_4_stimuli","4_4","Congruent","Congruent","Incongruent","Congruent",99.999033,100.199027,"4$",0.865274,"Correct","Correct","Correct","Correct"
"practice",51,"5_6_stimuli","6_6","Congruent","Congruent","Congruent","Incongruent",101.999011,102.199012,"6^",0.736671,"Correct","Correct","Correct","Correct"
"practice",52,"7_8_stimuli","7_8","Incongruent","Congruent","Congruent","Congruent",103.998993,104.198989,"8*",0.816625,"Correct","Correct","Correct","Correct"
