"Run.Number","Trial.Number","Task","Stimulus","Current.Trial.Type","Previous.Trial.Type","Previous.Trial.Type.N2","Previous.Trial.Type.N3","StimulusOnsetTime","StimulusOffsetTime","Response","RT","Accuracy","PreviousAccuracy","PreviousAccuracy.N2","Previous.Accuracy.N3"
"practice",1,"1_2_stimuli","1_1","Congruent",NA,NA,NA,1.999961,2.199974,"1!",0.868589,"Correct",NA,NA,NA
"practice",2,"3_4_stimuli","3_3","Congruent","Congruent",NA,NA,3.99995,4.199943,"3#",1.140275,"Correct","Correct",NA,NA
"practice",3,"5_6_stimuli","5_5","Congruent","Congruent","Congruent",NA,5.999916,6.19992,"5%",0.724375,"Correct","Correct","Correct",NA
"practice",4,"7_8_stimuli","8_8","Congruent","Congruent","Congruent","Congruent",7.999888,8.199905,"8*",0.868708,"Correct","Correct","Correct","Correct"
"practice",5,"1_2_stimuli","1_1","Congruent","Congruent","Congruent","Congruent",9.999889,10.199876,"1!",0.660048,"Correct","Correct","Correct","Correct"
"practice",6,"3_4_stimuli","3_4","Incongruent","Congruent","Congruent","Congruent",11.999852,12.199857,"5%",1.076581,"Error","Correct","Correct","Correct"
"practice",7,"5_6_stimuli","5_6","Incongruent","Incongruent","Congruent","Congruent",13.999842,14.199836,"Omission",5000,"Omission","Error","Correct","Correct"
"practice",8,"7_8_stimuli","7_8","Incongruent","Incongruent","Incongruent","Congruent",15.999813,16.199812,"8*",0.788303,"Correct","Omission","Error","Correct"
"practice",9,"1_2_stimuli","1_2","Incongruent","Incongruent","Incongruent","Incongruent",17.999775,18.199782,"2@",1.18818,"Correct","Correct","Omission","Error"
"practice",10,"3_4_stimuli","3_4","Incongruent","Incongruent","Incongruent","Incongruent",19.999763,20.199759,"4$",0.964173,"Correct","Correct","Correct","Omission"
"practice",11,"5_6_stimuli","5_6","Incongruent","Incongruent","Incongruent","Incongruent",21.999741,22.199746,"6^",1.07679,"Correct","Correct","Correct","Correct"
"practice",12,"7_8_stimuli","8_7","Incongruent","Incongruent","Incongruent","Incongruent",23.999715,24.199722,"7&",1.01272,"Correct","Correct","Correct","Correct"
"practice",13,"1_2_stimuli","1_1","Congruent","Incongruent","Incongruent","Incongruent",25.999686,26.199701,"1!",0.660847,"Correct","Correct","Correct","Correct"
"practice",14,"3_4_stimuli","3_3","Congruent","Congruent","Incongruent","Incongruent",27.999666,28.199664,"Omission",5000,"Omission","Correct","Correct","Correct"
"practice",15,"5_6_stimuli","6_6","Congruent","Congruent","Congruent","Incongruent",29.999648,30.199643,"5%",1.300807,"Error","Omission","Correct","Correct"
"practice",16,"7_8_stimuli","8_7","Incongruent","Congruent","Congruent","Congruent",31.999625,32.199615,"Omission",5000,"Omission","Error","Omission","Correct"
"practice",17,"1_2_stimuli","2_1","Incongruent","Incongruent","Congruent","Congruent",33.999607,34.199601,"Omission",5000,"Omission","Omission","Error","Omission"
"practice",18,"3_4_stimuli","4_3","Incongruent","Incongruent","Incongruent","Congruent",35.999575,36.199572,"Omission",5000,"Omission","Omission","Omission","Error"
"practice",19,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Incongruent",37.999554,38.19955,"5%",1.140304,"Correct","Omission","Omission","Omission"
"practice",20,"7_8_stimuli","7_8","Incongruent","Congruent","Incongruent","Incongruent",39.999528,40.199525,"Omission",5000,"Omission","Correct","Omission","Omission"
"practice",21,"1_2_stimuli","2_2","Congruent","Incongruent","Congruent","Incongruent",41.999509,42.199506,"2@",1.332961,"Correct","Omission","Correct","Omission"
"practice",22,"3_4_stimuli","4_4","Congruent","Congruent","Incongruent","Congruent",43.999485,44.199489,"4$",1.172957,"Correct","Correct","Omission","Correct"
"practice",23,"5_6_stimuli","5_6","Incongruent","Congruent","Congruent","Incongruent",45.99946,46.199467,"6^",1.157004,"Correct","Correct","Correct","Omission"
"practice",24,"7_8_stimuli","8_8","Congruent","Incongruent","Congruent","Congruent",47.999436,48.19944,"8*",1.492882,"Correct","Correct","Correct","Correct"
"practice",25,"1_2_stimuli","2_1","Incongruent","Congruent","Incongruent","Congruent",49.999406,50.199407,"Omission",5000,"Omission","Correct","Correct","Correct"
"practice",26,"3_4_stimuli","3_4","Incongruent","Incongruent","Congruent","Incongruent",51.999391,52.199397,"4$",1.012739,"Correct","Omission","Correct","Correct"
"practice",27,"5_6_stimuli","5_5","Congruent","Incongruent","Incongruent","Congruent",53.99936,54.19937,"5%",0.676448,"Correct","Correct","Omission","Correct"
"practice",28,"7_8_stimuli","8_8","Congruent","Congruent","Incongruent","Incongruent",55.999345,56.199351,"8*",0.708809,"Correct","Correct","Correct","Omission"
